Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Body,0.000698393115871003,0.000288945802796734,0.00803423705251359,0,0,0,0.243375116892044,0.000212893207585076,5.24940171471553E-07,-2.46229578713823E-07,0.0001937211842341,2.43146414991929E-07,0.000369983133865988,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Body.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Body.STL,,Body-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Camera_module_1,0.00616266339607324,0.00406093313592848,0.0166383716296387,0,0,0,0.0185738191530636,1.67295092184166E-06,-2.63164365464396E-07,-2.24279956067062E-08,2.11649951892747E-06,-1.29482970222755E-08,2.57241198744283E-06,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Camera_module_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Camera_module_1.STL,,Camera_module_1^Snapbot_V2.0-1,Origin_camera_1,Axis_camera_1,camera_1,continuous,0,0,0.05,0,0,2.618,Body,0,0,1,,,,,,,,,,,,
Camera_module_2,-0.00941782772926411,-0.00527809848538613,0.00607598471735864,0,0,0,0.0256189430396993,7.81973028374791E-06,-7.48830450018247E-07,-1.23129763675355E-06,8.6634620980174E-06,-7.18621753443473E-07,9.89039125412618E-06,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Camera_module_2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Camera_module_2.STL,,Camera_module_2^Snapbot_V2.0-1;robot cover top-1,Origin_camera_2,Axis_camera_2,camera_2,continuous,0,0,0.0183294742460734,-0.00940777862508587,0.0162930683068517,-7.6643050616781E-05,Camera_module_1,0.500000000000001,-0.866025403784438,0,,,,,,,,,,,,
Leg_module_1_1,-7.13724657916415E-08,0.000373799301046029,0.0154182546673216,0,0,0,0.0631785349056668,1.7187711929136E-05,-5.83240695477928E-11,-2.19004554223317E-11,1.51262656733829E-05,-2.63262418810457E-08,1.20475796652155E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_1.STL,,Copy of Leg_1^Snapbot_V2.0-1,Origin_leg_1_1,,leg_1_1,fixed,-0.038925,-0.06742,0.010329,1.5708,0,-0.5236,Body,0,0,0,,,,,,,,,,,,
Leg_module_1_2,-0.000290776360641745,0.000350553903850229,0.0424303561818183,0,0,0,0.0824270440491864,2.30529585035524E-05,-3.10286928952108E-09,1.49495155302771E-09,2.12214709599738E-05,-1.38476843679373E-07,2.44663294862975E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_2.STL,,Copy of Leg_2^Snapbot_V2.0-1,Origin_leg_1_2,Axis_leg_1_2,leg_1_2,continuous,0,0,0.03725,0,0,0,Leg_module_1_1,0,1,0,,,,,,,,,,,,
Leg_module_1_3,2.45741485493944E-09,0.000972843111612407,0.0362265364672091,0,0,0,0.0151486232431239,1.00807802365218E-05,4.39144266502004E-12,1.00434444937825E-12,1.39066075750629E-05,-4.89507332017665E-07,4.80921677651482E-06,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_3.STL,,Copy of Leg_3^Snapbot_V2.0-1,Origin_leg_1_3,Axis_leg_1_3,leg_1_3,continuous,0,0.00029999999999997,0.05675,-0.0100573048452913,0,0,Leg_module_1_2,1,0,0,,,,,,,,,,,,
Leg_module_1_4,4.20295677225763E-05,-0.039054256810963,-0.001354432069402,0,0,0,0.0147333532003768,1.15244152883744E-05,4.83944400447745E-12,-7.64742245050295E-11,8.83031900445984E-07,-3.85547013488905E-07,1.19866034928746E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_4.STL,,Copy of Leg_4^Snapbot_V2.0-1,Origin_leg_1_4,Axis_leg_1_4,leg_1_4,continuous,0,-0.000603428117922688,0.0599969655441553,-0.0105798453585739,0,0,Leg_module_1_3,1,0,0,,,,,,,,,,,,
Leg_module_1_4bar,-0.000153041712575394,-0.0147990308191147,0.0229851342034179,0,0,0,0.00683592925491238,2.34158176837936E-06,1.67093420859154E-09,8.89034652601535E-09,1.50934801971931E-06,8.10566623140942E-07,9.10986963067391E-07,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_4bar.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_1_4bar.STL,,Copy of Leg_4bar^Snapbot_V2.0-1,Origin_leg_1_4bar,Axis_leg_1_4bar,leg_1_4bar,continuous,0,0.00629999999999993,0.0804999999999999,-0.0165784581965256,0,0,Leg_module_1_2,1,0,0,,,,,,,,,,,,
Leg_module_2_1,-6.95475167664106E-08,0.000373796236912874,0.0154182547266335,0,0,0,0.063178534807664,1.71877117419958E-05,-5.83559857828619E-11,-2.10530223197725E-11,1.51262656422407E-05,-2.63251732228573E-08,1.20475795390294E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_1.STL,,Copy of Leg_1^Snapbot_V2.0-2,Origin_leg_2_1,,leg_2_1,fixed,0.038925,-0.06742,0.010329,1.5708,0,0.5236,Body,0,0,0,,,,,,,,,,,,
Leg_module_2_2,-0.000290786260285815,0.000350550447539526,0.0424303491066542,0,0,0,0.0824270292829445,2.30529583873532E-05,-3.10383306587811E-09,1.49529130126916E-09,2.12214701574574E-05,-1.38478939744174E-07,2.44663283938561E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_2.STL,,Copy of Leg_2^Snapbot_V2.0-2,Origin_leg_2_2,Axis_leg_2_2,leg_2_2,continuous,0,0,0.03725,0,0,0,Leg_module_2_1,0,1,0,,,,,,,,,,,,
Leg_module_2_3,6.11768163905069E-10,0.00097284197289025,0.036226536455756,0,0,0,0.0151486232431239,1.00807802750981E-05,4.36350898446488E-12,4.34896924338663E-13,1.39066075568357E-05,-4.89507865435105E-07,4.80921677540979E-06,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_3.STL,,Copy of Leg_3^Snapbot_V2.0-2,Origin_leg_2_3,Axis_leg_2_3,leg_2_3,continuous,0,0.000299999999999996,0.0567499999999999,-0.0100573048453112,0,0,Leg_module_2_2,1,0,0,,,,,,,,,,,,
Leg_module_2_4,4.19939626784133E-05,-0.039054198713479,-0.00135443548203951,0,0,0,0.0147333946079412,1.15244338360127E-05,1.49965011060639E-11,-7.88683724799935E-11,8.83037398374245E-07,-3.85544909508527E-07,1.19866276521152E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_2_4.STL,,Copy of Leg_4^Snapbot_V2.0-2,Origin_leg_2_4,Axis_leg_2_4,leg_2_4,continuous,0,-0.000603428117910471,0.0599969655441548,-0.0105798453581945,0,0,Leg_module_2_3,1,0,0,,,,,,,,,,,,
